Loja,Data,Ano,NF,Produto,Unidades
B,11/01/2021,2021,B0377,P107,5
B,12/01/2021,2021,B0378,P101,9
B,13/01/2021,2021,B0379,P101,6
B,14/01/2021,2021,B0380,P100,8
B,15/01/2021,2021,B0381,P103,9
B,16/01/2021,2021,B0382,P107,7
B,17/01/2021,2021,B0383,P100,5
B,18/01/2021,2021,B0384,P103,9
B,19/01/2021,2021,B0385,P101,7
B,20/01/2021,2021,B0386,P102,5
B,21/01/2021,2021,B0387,P102,5
B,22/01/2021,2021,B0388,P106,8
B,23/01/2021,2021,B0389,P103,9
B,24/01/2021,2021,B0390,P103,8
B,25/01/2021,2021,B0391,P101,9
B,26/01/2021,2021,B0392,P102,2
B,27/01/2021,2021,B0393,P102,8
B,28/01/2021,2021,B0394,P103,7
B,29/01/2021,2021,B0395,P103,9
B,30/01/2021,2021,B0396,P103,1
B,31/01/2021,2021,B0397,P100,1
B,01/02/2021,2021,B0398,P107,10
B,02/02/2021,2021,B0399,P100,8
B,03/02/2021,2021,B0400,P106,8
B,04/02/2021,2021,B0401,P103,8
B,05/02/2021,2021,B0402,P105,6
B,06/02/2021,2021,B0403,P102,9
B,07/02/2021,2021,B0404,P106,4
B,08/02/2021,2021,B0405,P102,2
B,09/02/2021,2021,B0406,P104,2
B,10/02/2021,2021,B0407,P107,2
B,11/02/2021,2021,B0408,P107,2
B,12/02/2021,2021,B0409,P105,10
B,13/02/2021,2021,B0410,P102,5
B,14/02/2021,2021,B0411,P103,8
B,15/02/2021,2021,B0412,P107,9
B,16/02/2021,2021,B0413,P102,4
B,17/02/2021,2021,B0414,P103,3
B,18/02/2021,2021,B0415,P101,2
B,19/02/2021,2021,B0416,P107,3
B,20/02/2021,2021,B0417,P101,7
B,21/02/2021,2021,B0418,P106,3
B,22/02/2021,2021,B0419,P107,5
B,23/02/2021,2021,B0420,P103,10
B,24/02/2021,2021,B0421,P101,1
B,25/02/2021,2021,B0422,P106,5
B,26/02/2021,2021,B0423,P106,8
B,27/02/2021,2021,B0424,P104,3
B,28/02/2021,2021,B0425,P104,8
B,01/03/2021,2021,B0426,P105,1
B,02/03/2021,2021,B0427,P105,10
B,03/03/2021,2021,B0428,P104,3
B,04/03/2021,2021,B0429,P106,5
B,05/03/2021,2021,B0430,P105,10
B,06/03/2021,2021,B0431,P107,7
B,07/03/2021,2021,B0432,P100,10
B,08/03/2021,2021,B0433,P107,1
B,09/03/2021,2021,B0434,P107,3
B,10/03/2021,2021,B0435,P105,8
B,11/03/2021,2021,B0436,P105,9
B,12/03/2021,2021,B0437,P105,6
B,13/03/2021,2021,B0438,P107,8
B,14/03/2021,2021,B0439,P102,6
B,15/03/2021,2021,B0440,P103,3
B,16/03/2021,2021,B0441,P106,8
B,17/03/2021,2021,B0442,P100,3
B,18/03/2021,2021,B0443,P100,7
B,19/03/2021,2021,B0444,P104,3
B,20/03/2021,2021,B0445,P105,6
B,21/03/2021,2021,B0446,P103,5
B,22/03/2021,2021,B0447,P103,9
B,23/03/2021,2021,B0448,P105,2
B,24/03/2021,2021,B0449,P102,8
B,25/03/2021,2021,B0450,P104,9
B,26/03/2021,2021,B0451,P101,9
B,27/03/2021,2021,B0452,P106,2
B,28/03/2021,2021,B0453,P104,10
B,29/03/2021,2021,B0454,P107,8
B,30/03/2021,2021,B0455,P103,5
B,31/03/2021,2021,B0456,P102,1
B,01/04/2021,2021,B0457,P100,8
B,02/04/2021,2021,B0458,P100,5
B,03/04/2021,2021,B0459,P106,10
B,04/04/2021,2021,B0460,P101,2
B,05/04/2021,2021,B0461,P103,8
B,06/04/2021,2021,B0462,P104,10
B,07/04/2021,2021,B0463,P103,1
B,08/04/2021,2021,B0464,P106,1
B,09/04/2021,2021,B0465,P101,9
B,10/04/2021,2021,B0466,P106,3
B,11/04/2021,2021,B0467,P100,1
B,12/04/2021,2021,B0468,P103,9
B,13/04/2021,2021,B0469,P106,5
B,14/04/2021,2021,B0470,P102,2
B,15/04/2021,2021,B0471,P106,8
B,16/04/2021,2021,B0472,P106,10
B,17/04/2021,2021,B0473,P100,7
B,18/04/2021,2021,B0474,P105,9
B,19/04/2021,2021,B0475,P100,10
B,20/04/2021,2021,B0476,P102,9
B,21/04/2021,2021,B0477,P102,7
B,22/04/2021,2021,B0478,P105,9
B,23/04/2021,2021,B0479,P101,1
B,24/04/2021,2021,B0480,P103,3
B,25/04/2021,2021,B0481,P103,5
B,26/04/2021,2021,B0482,P106,8
B,27/04/2021,2021,B0483,P104,8
B,28/04/2021,2021,B0484,P105,9
B,29/04/2021,2021,B0485,P100,10
B,30/04/2021,2021,B0486,P104,2
B,01/05/2021,2021,B0487,P107,8
B,02/05/2021,2021,B0488,P101,9
B,03/05/2021,2021,B0489,P105,2
B,04/05/2021,2021,B0490,P104,7
B,05/05/2021,2021,B0491,P105,7
B,06/05/2021,2021,B0492,P101,7
B,07/05/2021,2021,B0493,P100,2
B,08/05/2021,2021,B0494,P106,6
B,09/05/2021,2021,B0495,P106,4
B,10/05/2021,2021,B0496,P106,2
B,11/05/2021,2021,B0497,P102,4
B,12/05/2021,2021,B0498,P104,7
B,13/05/2021,2021,B0499,P103,10
B,14/05/2021,2021,B0500,P107,5
B,15/05/2021,2021,B0501,P101,10
B,16/05/2021,2021,B0502,P106,7
B,17/05/2021,2021,B0503,P107,1
B,18/05/2021,2021,B0504,P103,4
B,19/05/2021,2021,B0505,P102,8
B,20/05/2021,2021,B0506,P105,1
B,21/05/2021,2021,B0507,P106,3
B,22/05/2021,2021,B0508,P105,5
B,23/05/2021,2021,B0509,P107,1
B,24/05/2021,2021,B0510,P106,5
B,25/05/2021,2021,B0511,P101,6
B,26/05/2021,2021,B0512,P103,7
B,27/05/2021,2021,B0513,P102,8
B,28/05/2021,2021,B0514,P101,6
B,29/05/2021,2021,B0515,P105,6
B,30/05/2021,2021,B0516,P106,6
B,31/05/2021,2021,B0517,P106,5
B,01/06/2021,2021,B0518,P102,10
B,02/06/2021,2021,B0519,P107,1
B,03/06/2021,2021,B0520,P101,1
B,04/06/2021,2021,B0521,P106,8
B,05/06/2021,2021,B0522,P102,4
B,06/06/2021,2021,B0523,P105,1
B,07/06/2021,2021,B0524,P105,1
B,08/06/2021,2021,B0525,P103,1
B,09/06/2021,2021,B0526,P103,10
B,10/06/2021,2021,B0527,P107,8
B,11/06/2021,2021,B0528,P107,1
B,12/06/2021,2021,B0529,P105,7
B,13/06/2021,2021,B0530,P106,3
B,14/06/2021,2021,B0531,P103,10
B,15/06/2021,2021,B0532,P105,1
B,16/06/2021,2021,B0533,P103,4
B,17/06/2021,2021,B0534,P102,8
B,18/06/2021,2021,B0535,P102,2
B,19/06/2021,2021,B0536,P100,8
B,20/06/2021,2021,B0537,P101,9
B,21/06/2021,2021,B0538,P107,4
B,22/06/2021,2021,B0539,P103,1
B,23/06/2021,2021,B0540,P107,9
B,24/06/2021,2021,B0541,P102,9
B,25/06/2021,2021,B0542,P105,7
B,26/06/2021,2021,B0543,P104,9
B,27/06/2021,2021,B0544,P101,2
B,28/06/2021,2021,B0545,P104,2
B,29/06/2021,2021,B0546,P103,2
B,30/06/2021,2021,B0547,P103,1
B,01/07/2021,2021,B0548,P107,6
B,02/07/2021,2021,B0549,P101,1
B,03/07/2021,2021,B0550,P106,6
B,04/07/2021,2021,B0551,P102,5
B,05/07/2021,2021,B0552,P101,10
B,06/07/2021,2021,B0553,P105,10
B,07/07/2021,2021,B0554,P100,4
B,08/07/2021,2021,B0555,P102,9
B,09/07/2021,2021,B0556,P104,6
B,10/07/2021,2021,B0557,P107,10
B,11/07/2021,2021,B0558,P106,6
B,12/07/2021,2021,B0559,P105,10
B,13/07/2021,2021,B0560,P100,4
B,14/07/2021,2021,B0561,P104,1
B,15/07/2021,2021,B0562,P106,10
B,16/07/2021,2021,B0563,P103,1
B,17/07/2021,2021,B0564,P103,5
B,18/07/2021,2021,B0565,P103,7
B,19/07/2021,2021,B0566,P104,3
B,20/07/2021,2021,B0567,P107,5
B,21/07/2021,2021,B0568,P107,8
B,22/07/2021,2021,B0569,P103,5
B,23/07/2021,2021,B0570,P100,10
B,24/07/2021,2021,B0571,P100,7
B,25/07/2021,2021,B0572,P107,8
B,26/07/2021,2021,B0573,P105,4
B,27/07/2021,2021,B0574,P104,9
B,28/07/2021,2021,B0575,P105,9
B,29/07/2021,2021,B0576,P106,6
B,30/07/2021,2021,B0577,P100,8
B,31/07/2021,2021,B0578,P101,5
B,01/08/2021,2021,B0579,P101,9
B,02/08/2021,2021,B0580,P102,4
B,03/08/2021,2021,B0581,P101,10
B,04/08/2021,2021,B0582,P106,9
B,05/08/2021,2021,B0583,P103,6
B,06/08/2021,2021,B0584,P100,10
B,07/08/2021,2021,B0585,P102,3
B,08/08/2021,2021,B0586,P104,8
B,09/08/2021,2021,B0587,P101,1
B,10/08/2021,2021,B0588,P107,9
B,11/08/2021,2021,B0589,P106,3
B,12/08/2021,2021,B0590,P101,10
B,13/08/2021,2021,B0591,P102,10
B,14/08/2021,2021,B0592,P105,5
B,15/08/2021,2021,B0593,P104,5
B,16/08/2021,2021,B0594,P101,9
B,17/08/2021,2021,B0595,P100,9
B,18/08/2021,2021,B0596,P100,7
B,19/08/2021,2021,B0597,P105,2
B,20/08/2021,2021,B0598,P107,2
B,21/08/2021,2021,B0599,P104,4
B,22/08/2021,2021,B0600,P104,4
B,23/08/2021,2021,B0601,P104,2
B,24/08/2021,2021,B0602,P101,7
B,25/08/2021,2021,B0603,P107,8
B,26/08/2021,2021,B0604,P105,8
B,27/08/2021,2021,B0605,P105,9
B,28/08/2021,2021,B0606,P102,6
B,29/08/2021,2021,B0607,P102,8
B,30/08/2021,2021,B0608,P102,9
B,31/08/2021,2021,B0609,P104,10
B,01/09/2021,2021,B0610,P101,1
B,02/09/2021,2021,B0611,P100,9
B,03/09/2021,2021,B0612,P103,9
B,04/09/2021,2021,B0613,P101,5
B,05/09/2021,2021,B0614,P101,3
B,06/09/2021,2021,B0615,P102,7
B,07/09/2021,2021,B0616,P105,2
B,08/09/2021,2021,B0617,P106,4
B,09/09/2021,2021,B0618,P105,2
B,10/09/2021,2021,B0619,P105,5
B,11/09/2021,2021,B0620,P106,6
B,12/09/2021,2021,B0621,P103,9
B,13/09/2021,2021,B0622,P105,9
B,14/09/2021,2021,B0623,P106,2
B,15/09/2021,2021,B0624,P107,6
B,16/09/2021,2021,B0625,P100,8
B,17/09/2021,2021,B0626,P106,2
B,18/09/2021,2021,B0627,P102,5
B,19/09/2021,2021,B0628,P105,6
B,20/09/2021,2021,B0629,P102,2
B,21/09/2021,2021,B0630,P101,3
B,22/09/2021,2021,B0631,P107,9
B,23/09/2021,2021,B0632,P100,9
B,24/09/2021,2021,B0633,P103,9
B,25/09/2021,2021,B0634,P103,6
B,26/09/2021,2021,B0635,P107,8
B,27/09/2021,2021,B0636,P100,2
B,28/09/2021,2021,B0637,P104,10
B,29/09/2021,2021,B0638,P101,6
B,30/09/2021,2021,B0639,P100,7
B,01/10/2021,2021,B0640,P102,1
B,02/10/2021,2021,B0641,P101,8
B,03/10/2021,2021,B0642,P107,10
B,04/10/2021,2021,B0643,P103,6
B,05/10/2021,2021,B0644,P102,10
B,06/10/2021,2021,B0645,P105,1
B,07/10/2021,2021,B0646,P105,8
B,08/10/2021,2021,B0647,P102,1
B,09/10/2021,2021,B0648,P104,2
B,10/10/2021,2021,B0649,P104,8
B,11/10/2021,2021,B0650,P104,5
B,12/10/2021,2021,B0651,P107,2
B,13/10/2021,2021,B0652,P103,1
B,14/10/2021,2021,B0653,P102,4
B,15/10/2021,2021,B0654,P100,9
B,16/10/2021,2021,B0655,P101,8
B,17/10/2021,2021,B0656,P106,6
B,18/10/2021,2021,B0657,P101,8
B,19/10/2021,2021,B0658,P103,4
B,20/10/2021,2021,B0659,P105,6
B,21/10/2021,2021,B0660,P107,1
B,22/10/2021,2021,B0661,P102,8
B,23/10/2021,2021,B0662,P103,10
B,24/10/2021,2021,B0663,P100,3
B,25/10/2021,2021,B0664,P100,8
B,26/10/2021,2021,B0665,P107,4
B,27/10/2021,2021,B0666,P107,4
B,28/10/2021,2021,B0667,P107,3
B,29/10/2021,2021,B0668,P100,9
B,30/10/2021,2021,B0669,P104,3
B,31/10/2021,2021,B0670,P101,5
B,01/11/2021,2021,B0671,P103,9
B,02/11/2021,2021,B0672,P101,5
B,03/11/2021,2021,B0673,P107,3
B,04/11/2021,2021,B0674,P102,5
B,05/11/2021,2021,B0675,P104,6
B,06/11/2021,2021,B0676,P106,10
B,07/11/2021,2021,B0677,P100,1
B,08/11/2021,2021,B0678,P100,10
B,09/11/2021,2021,B0679,P107,7
B,10/11/2021,2021,B0680,P100,8
B,11/11/2021,2021,B0681,P106,2
B,12/11/2021,2021,B0682,P100,8
B,13/11/2021,2021,B0683,P104,6
B,14/11/2021,2021,B0684,P103,5
B,15/11/2021,2021,B0685,P107,10
B,16/11/2021,2021,B0686,P106,7
B,17/11/2021,2021,B0687,P106,4
B,18/11/2021,2021,B0688,P103,7
B,19/11/2021,2021,B0689,P101,6
B,20/11/2021,2021,B0690,P106,9
B,21/11/2021,2021,B0691,P104,6
B,22/11/2021,2021,B0692,P102,8
B,23/11/2021,2021,B0693,P105,4
B,24/11/2021,2021,B0694,P101,2
B,25/11/2021,2021,B0695,P106,10
B,26/11/2021,2021,B0696,P106,4
B,27/11/2021,2021,B0697,P106,3
B,28/11/2021,2021,B0698,P107,4
B,29/11/2021,2021,B0699,P102,2
B,30/11/2021,2021,B0700,P105,8
B,01/12/2021,2021,B0701,P101,6
B,02/12/2021,2021,B0702,P101,4
B,03/12/2021,2021,B0703,P102,7
B,04/12/2021,2021,B0704,P100,9
B,05/12/2021,2021,B0705,P103,5
B,06/12/2021,2021,B0706,P100,10
B,07/12/2021,2021,B0707,P106,2
B,08/12/2021,2021,B0708,P101,1
B,09/12/2021,2021,B0709,P104,9
B,10/12/2021,2021,B0710,P105,9
B,11/12/2021,2021,B0711,P103,4
B,12/12/2021,2021,B0712,P105,4
B,13/12/2021,2021,B0713,P104,3
B,14/12/2021,2021,B0714,P101,3
B,15/12/2021,2021,B0715,P105,10
B,16/12/2021,2021,B0716,P101,1
B,17/12/2021,2021,B0717,P106,5
B,18/12/2021,2021,B0718,P102,4
B,19/12/2021,2021,B0719,P103,1
B,20/12/2021,2021,B0720,P104,3
B,21/12/2021,2021,B0721,P105,3
B,22/12/2021,2021,B0722,P101,8
B,23/12/2021,2021,B0723,P102,4
B,24/12/2021,2021,B0724,P107,1
B,25/12/2021,2021,B0725,P100,10
B,26/12/2021,2021,B0726,P104,2
B,27/12/2021,2021,B0727,P107,8
B,28/12/2021,2021,B0728,P103,9
B,29/12/2021,2021,B0729,P106,4
B,30/12/2021,2021,B0730,P107,5
B,31/12/2021,2021,B0731,P105,10
B,01/01/2022,2022,B0732,P105,7
B,02/01/2022,2022,B0733,P101,5
B,03/01/2022,2022,B0734,P104,2
B,04/01/2022,2022,B0735,P105,3
B,05/01/2022,2022,B0736,P100,4
B,06/01/2022,2022,B0737,P107,10
B,07/01/2022,2022,B0738,P100,10
B,08/01/2022,2022,B0739,P101,5
B,09/01/2022,2022,B0740,P100,1
B,10/01/2022,2022,B0741,P100,4
B,11/01/2022,2022,B0742,P106,1
B,12/01/2022,2022,B0743,P106,3
B,13/01/2022,2022,B0744,P103,8
B,14/01/2022,2022,B0745,P106,3
B,15/01/2022,2022,B0746,P106,8
B,16/01/2022,2022,B0747,P100,6
B,17/01/2022,2022,B0748,P104,10
B,18/01/2022,2022,B0749,P102,10
B,19/01/2022,2022,B0750,P102,1
B,20/01/2022,2022,B0751,P107,3
B,21/01/2022,2022,B0752,P107,6
B,22/01/2022,2022,B0753,P101,3
B,23/01/2022,2022,B0754,P101,9
B,24/01/2022,2022,B0755,P103,2
B,25/01/2022,2022,B0756,P101,6
B,26/01/2022,2022,B0757,P101,3
B,27/01/2022,2022,B0758,P102,7
B,28/01/2022,2022,B0759,P106,3
B,29/01/2022,2022,B0760,P107,6
B,30/01/2022,2022,B0761,P102,9
B,31/01/2022,2022,B0762,P101,5
B,01/02/2022,2022,B0763,P103,8
B,02/02/2022,2022,B0764,P100,6
B,03/02/2022,2022,B0765,P100,4
B,04/02/2022,2022,B0766,P107,2
B,05/02/2022,2022,B0767,P107,2
B,06/02/2022,2022,B0768,P104,4
B,07/02/2022,2022,B0769,P105,6
B,08/02/2022,2022,B0770,P104,3
B,09/02/2022,2022,B0771,P106,7
B,10/02/2022,2022,B0772,P107,2
B,11/02/2022,2022,B0773,P106,2
B,12/02/2022,2022,B0774,P104,9
B,13/02/2022,2022,B0775,P107,3
B,14/02/2022,2022,B0776,P104,1
B,15/02/2022,2022,B0777,P103,1
B,16/02/2022,2022,B0778,P105,9
B,17/02/2022,2022,B0779,P103,4
B,18/02/2022,2022,B0780,P104,6
B,19/02/2022,2022,B0781,P100,1
B,20/02/2022,2022,B0782,P107,6
B,21/02/2022,2022,B0783,P106,3
B,22/02/2022,2022,B0784,P100,2
B,23/02/2022,2022,B0785,P102,6
B,24/02/2022,2022,B0786,P103,1
B,25/02/2022,2022,B0787,P107,1
B,26/02/2022,2022,B0788,P107,8
B,27/02/2022,2022,B0789,P107,1
B,28/02/2022,2022,B0790,P107,10
B,01/03/2022,2022,B0791,P107,8
B,02/03/2022,2022,B0792,P107,3
B,03/03/2022,2022,B0793,P102,9
B,04/03/2022,2022,B0794,P106,9
B,05/03/2022,2022,B0795,P105,7
B,06/03/2022,2022,B0796,P102,3
B,07/03/2022,2022,B0797,P104,6
B,08/03/2022,2022,B0798,P104,6
B,09/03/2022,2022,B0799,P102,8
B,10/03/2022,2022,B0800,P104,4
B,11/03/2022,2022,B0801,P104,3
B,12/03/2022,2022,B0802,P106,1
B,13/03/2022,2022,B0803,P107,4
B,14/03/2022,2022,B0804,P104,7
B,15/03/2022,2022,B0805,P103,4
B,16/03/2022,2022,B0806,P107,7
B,17/03/2022,2022,B0807,P103,9
B,18/03/2022,2022,B0808,P106,5
B,19/03/2022,2022,B0809,P104,1
B,20/03/2022,2022,B0810,P104,8
B,21/03/2022,2022,B0811,P107,4
B,22/03/2022,2022,B0812,P105,7
B,23/03/2022,2022,B0813,P107,5
B,24/03/2022,2022,B0814,P105,3
B,25/03/2022,2022,B0815,P105,1
B,26/03/2022,2022,B0816,P103,2
B,27/03/2022,2022,B0817,P105,3
B,28/03/2022,2022,B0818,P105,7
B,29/03/2022,2022,B0819,P106,10
B,30/03/2022,2022,B0820,P104,6
B,31/03/2022,2022,B0821,P103,1
B,01/04/2022,2022,B0822,P105,1
B,02/04/2022,2022,B0823,P105,8
B,03/04/2022,2022,B0824,P103,4
B,04/04/2022,2022,B0825,P102,8
B,05/04/2022,2022,B0826,P103,7
B,06/04/2022,2022,B0827,P101,1
B,07/04/2022,2022,B0828,P104,3
B,08/04/2022,2022,B0829,P100,4
B,09/04/2022,2022,B0830,P103,1
B,10/04/2022,2022,B0831,P103,9
B,11/04/2022,2022,B0832,P101,10
B,12/04/2022,2022,B0833,P104,4
B,13/04/2022,2022,B0834,P104,1
B,14/04/2022,2022,B0835,P101,6
B,15/04/2022,2022,B0836,P106,1
B,16/04/2022,2022,B0837,P103,3
B,17/04/2022,2022,B0838,P105,6
B,18/04/2022,2022,B0839,P104,10
B,19/04/2022,2022,B0840,P102,3
B,20/04/2022,2022,B0841,P105,7
B,21/04/2022,2022,B0842,P103,3
B,22/04/2022,2022,B0843,P107,7
B,23/04/2022,2022,B0844,P102,3
B,24/04/2022,2022,B0845,P103,7
B,25/04/2022,2022,B0846,P105,5
B,26/04/2022,2022,B0847,P106,7
B,27/04/2022,2022,B0848,P106,1
B,28/04/2022,2022,B0849,P104,3
B,29/04/2022,2022,B0850,P105,4
B,30/04/2022,2022,B0851,P105,6
B,01/05/2022,2022,B0852,P100,10
B,02/05/2022,2022,B0853,P105,10
B,03/05/2022,2022,B0854,P102,9
B,04/05/2022,2022,B0855,P100,7
B,05/05/2022,2022,B0856,P104,5
B,06/05/2022,2022,B0857,P103,10
B,07/05/2022,2022,B0858,P106,3
B,08/05/2022,2022,B0859,P100,9
B,09/05/2022,2022,B0860,P107,1
B,10/05/2022,2022,B0861,P101,5
B,11/05/2022,2022,B0862,P105,10
B,12/05/2022,2022,B0863,P101,8
B,13/05/2022,2022,B0864,P107,1
B,14/05/2022,2022,B0865,P101,3
B,15/05/2022,2022,B0866,P102,1
B,16/05/2022,2022,B0867,P107,9
B,17/05/2022,2022,B0868,P105,8
B,18/05/2022,2022,B0869,P104,7
B,19/05/2022,2022,B0870,P107,1
B,20/05/2022,2022,B0871,P100,1
B,21/05/2022,2022,B0872,P103,9
B,22/05/2022,2022,B0873,P107,9
B,23/05/2022,2022,B0874,P100,9
B,24/05/2022,2022,B0875,P107,6
B,25/05/2022,2022,B0876,P107,3
B,26/05/2022,2022,B0877,P102,5
B,27/05/2022,2022,B0878,P101,9
B,28/05/2022,2022,B0879,P103,1
B,29/05/2022,2022,B0880,P105,8
B,30/05/2022,2022,B0881,P104,9
B,31/05/2022,2022,B0882,P101,3
B,01/06/2022,2022,B0883,P107,8
B,02/06/2022,2022,B0884,P104,8
B,03/06/2022,2022,B0885,P107,6
B,04/06/2022,2022,B0886,P107,8
B,05/06/2022,2022,B0887,P103,10
B,06/06/2022,2022,B0888,P101,1
B,07/06/2022,2022,B0889,P104,2
B,08/06/2022,2022,B0890,P104,10
B,09/06/2022,2022,B0891,P105,6
B,10/06/2022,2022,B0892,P104,8
B,11/06/2022,2022,B0893,P104,1
B,12/06/2022,2022,B0894,P101,5
B,13/06/2022,2022,B0895,P106,10
B,14/06/2022,2022,B0896,P104,8
B,15/06/2022,2022,B0897,P103,8
B,16/06/2022,2022,B0898,P107,4
B,17/06/2022,2022,B0899,P107,7
B,18/06/2022,2022,B0900,P107,5
B,19/06/2022,2022,B0901,P105,9
B,20/06/2022,2022,B0902,P102,4
B,21/06/2022,2022,B0903,P105,7
B,22/06/2022,2022,B0904,P100,3
B,23/06/2022,2022,B0905,P100,4
B,24/06/2022,2022,B0906,P101,5
B,25/06/2022,2022,B0907,P105,1
B,26/06/2022,2022,B0908,P102,2
B,27/06/2022,2022,B0909,P104,8
B,28/06/2022,2022,B0910,P103,8
B,29/06/2022,2022,B0911,P107,9
B,30/06/2022,2022,B0912,P100,7
B,01/07/2022,2022,B0913,P100,7
B,02/07/2022,2022,B0914,P102,2
B,03/07/2022,2022,B0915,P103,10
B,04/07/2022,2022,B0916,P105,10
B,05/07/2022,2022,B0917,P102,7
B,06/07/2022,2022,B0918,P106,1
B,07/07/2022,2022,B0919,P104,9
B,08/07/2022,2022,B0920,P104,9
B,09/07/2022,2022,B0921,P105,8
B,10/07/2022,2022,B0922,P102,8
B,11/07/2022,2022,B0923,P106,5
B,12/07/2022,2022,B0924,P101,8
B,13/07/2022,2022,B0925,P103,2
B,14/07/2022,2022,B0926,P105,1
B,15/07/2022,2022,B0927,P106,8
B,16/07/2022,2022,B0928,P100,10
B,17/07/2022,2022,B0929,P105,4
B,18/07/2022,2022,B0930,P100,6
B,19/07/2022,2022,B0931,P104,2
B,20/07/2022,2022,B0932,P105,10
B,21/07/2022,2022,B0933,P100,1
B,22/07/2022,2022,B0934,P103,3
B,23/07/2022,2022,B0935,P107,9
B,24/07/2022,2022,B0936,P102,5
B,25/07/2022,2022,B0937,P101,1
B,26/07/2022,2022,B0938,P100,10
B,27/07/2022,2022,B0939,P100,1
B,28/07/2022,2022,B0940,P105,5
B,29/07/2022,2022,B0941,P101,6
B,30/07/2022,2022,B0942,P106,1
B,31/07/2022,2022,B0943,P103,2
B,01/08/2022,2022,B0944,P105,1
B,02/08/2022,2022,B0945,P100,2
B,03/08/2022,2022,B0946,P106,10
B,04/08/2022,2022,B0947,P102,2
B,05/08/2022,2022,B0948,P101,7
B,06/08/2022,2022,B0949,P100,9
B,07/08/2022,2022,B0950,P102,1
B,08/08/2022,2022,B0951,P102,6
B,09/08/2022,2022,B0952,P105,6
B,10/08/2022,2022,B0953,P106,8
D,01/01/2020,2020,D0001,P103,6
D,02/01/2020,2020,D0002,P107,2
D,03/01/2020,2020,D0003,P107,7
D,04/01/2020,2020,D0004,P106,5
D,05/01/2020,2020,D0005,P103,4
D,06/01/2020,2020,D0006,P105,10
D,07/01/2020,2020,D0007,P103,3
D,08/01/2020,2020,D0008,P100,1
D,09/01/2020,2020,D0009,P103,4
D,10/01/2020,2020,D0010,P102,1
D,11/01/2020,2020,D0011,P104,10
D,12/01/2020,2020,D0012,P101,1
D,13/01/2020,2020,D0013,P102,3
D,14/01/2020,2020,D0014,P101,4
D,15/01/2020,2020,D0015,P107,10
D,16/01/2020,2020,D0016,P107,10
D,17/01/2020,2020,D0017,P101,3
D,18/01/2020,2020,D0018,P103,1
D,19/01/2020,2020,D0019,P100,3
D,20/01/2020,2020,D0020,P102,10
D,21/01/2020,2020,D0021,P105,5
D,22/01/2020,2020,D0022,P103,9
D,23/01/2020,2020,D0023,P104,2
D,24/01/2020,2020,D0024,P107,9
D,25/01/2020,2020,D0025,P106,6
D,26/01/2020,2020,D0026,P103,7
D,27/01/2020,2020,D0027,P105,2
D,28/01/2020,2020,D0028,P106,8
D,29/01/2020,2020,D0029,P105,3
D,30/01/2020,2020,D0030,P103,2
D,31/01/2020,2020,D0031,P106,7
D,01/02/2020,2020,D0032,P100,9
D,02/02/2020,2020,D0033,P106,2
D,03/02/2020,2020,D0034,P106,9
D,04/02/2020,2020,D0035,P102,6
D,05/02/2020,2020,D0036,P105,7
D,06/02/2020,2020,D0037,P105,1
D,07/02/2020,2020,D0038,P106,1
D,08/02/2020,2020,D0039,P103,10
D,09/02/2020,2020,D0040,P105,6
D,10/02/2020,2020,D0041,P100,4
D,11/02/2020,2020,D0042,P101,8
D,12/02/2020,2020,D0043,P107,6
D,13/02/2020,2020,D0044,P100,8
D,14/02/2020,2020,D0045,P107,9
D,15/02/2020,2020,D0046,P106,7
D,16/02/2020,2020,D0047,P104,1
D,17/02/2020,2020,D0048,P106,10
D,18/02/2020,2020,D0049,P102,3
D,19/02/2020,2020,D0050,P106,7
D,20/02/2020,2020,D0051,P103,6
D,21/02/2020,2020,D0052,P107,7
D,22/02/2020,2020,D0053,P106,3
D,23/02/2020,2020,D0054,P105,1
D,24/02/2020,2020,D0055,P104,7
D,25/02/2020,2020,D0056,P106,1
D,26/02/2020,2020,D0057,P101,9
D,27/02/2020,2020,D0058,P101,8
D,28/02/2020,2020,D0059,P101,5
D,29/02/2020,2020,D0060,P104,4
D,01/03/2020,2020,D0061,P102,8
D,02/03/2020,2020,D0062,P107,1
D,03/03/2020,2020,D0063,P103,2
D,04/03/2020,2020,D0064,P102,1
D,05/03/2020,2020,D0065,P101,8
D,06/03/2020,2020,D0066,P106,10
D,07/03/2020,2020,D0067,P101,1
D,08/03/2020,2020,D0068,P101,8
D,09/03/2020,2020,D0069,P106,4
D,10/03/2020,2020,D0070,P107,6
D,11/03/2020,2020,D0071,P105,10
D,12/03/2020,2020,D0072,P101,1
D,13/03/2020,2020,D0073,P107,7
D,14/03/2020,2020,D0074,P103,8
D,15/03/2020,2020,D0075,P107,4
D,16/03/2020,2020,D0076,P103,2
D,17/03/2020,2020,D0077,P100,2
D,18/03/2020,2020,D0078,P107,3
D,19/03/2020,2020,D0079,P100,9
D,20/03/2020,2020,D0080,P102,6
D,21/03/2020,2020,D0081,P107,8
D,22/03/2020,2020,D0082,P102,9
D,23/03/2020,2020,D0083,P103,6
D,24/03/2020,2020,D0084,P104,6
D,25/03/2020,2020,D0085,P101,4
D,26/03/2020,2020,D0086,P107,1
D,27/03/2020,2020,D0087,P105,1
D,28/03/2020,2020,D0088,P106,5
